date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,venue_code,opp_code,match_importance,Group stage_count,Round of 16_count,Quarter-finals_count,Semi-finals_count,Final_count,gf_rolling,ga_rolling,xg_rolling,xga_rolling,poss_rolling,sh_rolling,sot_rolling,dist_rolling,pk_rolling,pkatt_rolling,target,h2h_wins,h2h_losses,h2h_draws,win_streak,loss_streak
2012-06-13,19:00,UEFA Euro,Group stage,Wed,Neutral,W,3,2,dk Denmark,0.0,0.0,0.0,31840.0,Cristiano Ronaldo,4-3-3,Craig Thomson,Match Report,0,0.0,0.0,0.0,0,0,2012,Portugal,2,7,1,18,2.0,5.0,4.0,2.0,1.3333333333333333,1.0,0.0,0.0,14.666666666666666,3.3333333333333335,1.0,0.0,0.0,0.0,1,0,0,0,3.0,0.0
2012-06-14,18:00,UEFA Euro,Group stage,Thu,Neutral,D,1,1,hr Croatia,0.0,0.0,0.0,37096.0,Gianluigi Buffon,3-5-2,Howard Webb,Match Report,0,0.0,0.0,0.0,0,0,2012,Italy,2,13,1,18,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,12.666666666666666,4.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,2.0,1.0
2012-06-14,20:45,UEFA Euro,Group stage,Thu,Neutral,L,0,4,es Spain,0.0,0.0,0.0,39150.0,Robbie Keane,4-4-2,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,Republic-of-Ireland,2,9,1,6,1.0,0.0,0.0,0.0,0.6666666666666666,3.0,0.0,0.0,11.0,2.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.0,3.0
2012-06-14,18:00,UEFA Euro,Group stage,Thu,Neutral,D,1,1,it Italy,0.0,0.0,0.0,37096.0,Darijo Srna,4-4-2,Howard Webb,Match Report,0,0.0,0.0,0.0,0,0,2012,Croatia,2,17,1,15,2.0,1.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,19.666666666666668,5.666666666666667,0.3333333333333333,0.0,0.0,0.0,0,0,0,0,1.0,2.0
2012-06-14,20:45,UEFA Euro,Group stage,Thu,Neutral,W,4,0,ie Rep. of Ireland,0.0,0.0,0.0,39150.0,Iker Casillas,4-3-3,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,Spain,2,15,1,18,2.0,4.0,3.0,2.0,1.6666666666666667,1.0,0.0,0.0,19.666666666666668,4.666666666666667,1.6666666666666667,0.0,0.0,0.0,1,0,0,0,1.0,2.0
2012-06-15,19:00,UEFA Euro,Group stage,Fri,Away,W,2,0,ua Ukraine,0.0,0.0,0.0,48000.0,Hugo Lloris,4-2-3-1,Björn Kuipers,Match Report,0,0.0,0.0,0.0,0,0,2012,France,0,33,1,18,2.0,4.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,18.666666666666668,6.0,2.3333333333333335,0.0,0.0,0.0,1,0,0,0,2.0,1.0
2012-06-15,22:00,UEFA Euro,Group stage,Fri,Neutral,L,2,3,eng England,0.0,0.0,0.0,64640.0,Zlatan Ibrahimović,4-4-1-1,Damir Skomina,Match Report,0,0.0,0.0,0.0,0,0,2012,Sweden,2,8,1,18,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,4.0,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,2.0,1.0
2012-06-15,19:00,UEFA Euro,Group stage,Fri,Home,L,0,2,fr France,0.0,0.0,0.0,48000.0,Andriy Shevchenko,4-2-3-1,Björn Kuipers,Match Report,0,0.0,0.0,0.0,0,0,2012,Ukraine,1,11,1,9,1.0,1.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,22.0,6.333333333333333,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,1.0,2.0
2012-06-15,22:00,UEFA Euro,Group stage,Fri,Neutral,W,3,2,se Sweden,0.0,0.0,0.0,64640.0,Steven Gerrard,4-4-2,Damir Skomina,Match Report,0,0.0,0.0,0.0,0,0,2012,England,2,29,1,15,2.0,3.0,1.0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.0,22.666666666666668,6.0,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1,0,0,0,0.0,2.0
2012-06-16,20:45,UEFA Euro,Group stage,Sat,Neutral,W,1,0,ru Russia,0.0,0.0,0.0,55614.0,Giorgos Karagounis,4-2-3-1,Jonas Eriksson,Match Report,0,0.0,0.0,0.0,0,0,2012,Greece,2,27,1,9,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1,0,2,0,1.0,2.0
2012-06-16,20:45,UEFA Euro,Group stage,Sat,Neutral,L,0,1,gr Greece,0.0,0.0,0.0,55614.0,Andrey Arshavin,4-3-3,Jonas Eriksson,Match Report,0,0.0,0.0,0.0,0,0,2012,Russia,2,12,1,15,0.0,1.0,1.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,3.0
2012-06-16,20:45,UEFA Euro,Group stage,Sat,Home,L,0,1,cz Czechia,0.0,0.0,0.0,41480.0,Przemysław Tytoń,4-5-1,Craig Thomson,Match Report,0,0.0,0.0,0.0,0,0,2012,Poland,1,5,1,12,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,2.0
2012-06-16,20:45,UEFA Euro,Group stage,Sat,Away,W,1,0,pl Poland,0.0,0.0,0.0,41480.0,Petr Čech,4-2-3-1,Craig Thomson,Match Report,0,0.0,0.0,0.0,0,0,2012,Czechia,0,23,1,18,1.0,3.0,1.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.0,0.0
2012-06-17,21:45,UEFA Euro,Group stage,Sun,Neutral,L,1,2,de Germany,0.0,0.0,0.0,32990.0,Daniel Agger,4-1-4-1,Carlos Velasco,Match Report,0,0.0,0.0,0.0,0,0,2012,Denmark,2,6,1,12,1.0,2.0,1.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0
2012-06-17,21:45,UEFA Euro,Group stage,Sun,Neutral,W,2,1,nl Netherlands,0.0,0.0,0.0,37445.0,Cristiano Ronaldo,4-3-3,Nicola Rizzoli,Match Report,0,0.0,0.0,0.0,0,0,2012,Portugal,2,21,1,18,2.0,5.0,4.0,2.0,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,3.0,0.0
2012-06-17,21:45,UEFA Euro,Group stage,Sun,Neutral,W,2,1,dk Denmark,0.0,0.0,0.0,32990.0,Philipp Lahm,4-2-3-1,Carlos Velasco,Match Report,0,0.0,0.0,0.0,0,0,2012,Germany,2,7,1,18,2.0,3.0,3.0,1.0,1.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,2.0
2012-06-17,21:45,UEFA Euro,Group stage,Sun,Neutral,L,1,2,pt Portugal,0.0,0.0,0.0,37445.0,Rafael van der Vaart,4-2-3-1,Nicola Rizzoli,Match Report,0,0.0,0.0,0.0,0,0,2012,Netherlands,2,24,1,15,1.0,3.0,2.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,3.0
2012-06-18,20:45,UEFA Euro,Group stage,Mon,Neutral,L,0,2,it Italy,0.0,0.0,0.0,38794.0,Damien Duff,4-4-2,Cüneyt Çakιr,Match Report,0,0.0,0.0,0.0,0,0,2012,Republic-of-Ireland,2,17,1,6,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.0
2012-06-18,20:45,UEFA Euro,Group stage,Mon,Neutral,W,1,0,hr Croatia,0.0,0.0,0.0,39076.0,Iker Casillas,4-3-3,Wolfgang Stark,Match Report,0,0.0,0.0,0.0,0,0,2012,Spain,2,13,1,18,2.0,4.0,3.0,2.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,2.0
2012-06-18,20:45,UEFA Euro,Group stage,Mon,Neutral,W,2,0,ie Rep. of Ireland,0.0,0.0,0.0,38794.0,Gianluigi Buffon,4-1-2-1-2◆,Cüneyt Çakιr,Match Report,0,0.0,0.0,0.0,0,0,2012,Italy,2,15,1,18,2.0,5.0,3.0,3.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.0,0.0
2012-06-18,20:45,UEFA Euro,Group stage,Mon,Neutral,L,0,1,es Spain,0.0,0.0,0.0,39076.0,Darijo Srna,4-4-1-1,Wolfgang Stark,Match Report,0,0.0,0.0,0.0,0,0,2012,Croatia,2,9,1,15,2.0,1.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,1.0
2012-06-19,21:45,UEFA Euro,Group stage,Tue,Neutral,W,2,0,fr France,0.0,0.0,0.0,63010.0,Zlatan Ibrahimović,4-4-1-1,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,Sweden,2,11,1,18,1.0,1.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,1.0
2012-06-19,21:45,UEFA Euro,Group stage,Tue,Neutral,L,0,2,se Sweden,0.0,0.0,0.0,63010.0,Hugo Lloris,4-2-3-1,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,France,2,29,1,18,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,1.0
2012-06-19,21:45,UEFA Euro,Group stage,Tue,Home,L,0,1,eng England,0.0,0.0,0.0,48700.0,Anatoliy Tymoshchuk,4-1-2-1-2◆,Viktor Kassai,Match Report,0,0.0,0.0,0.0,0,0,2012,Ukraine,1,8,1,9,1.0,1.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,2.0
2012-06-19,21:45,UEFA Euro,Group stage,Tue,Away,W,1,0,ua Ukraine,0.0,0.0,0.0,48700.0,Steven Gerrard,4-4-2,Viktor Kassai,Match Report,0,0.0,0.0,0.0,0,0,2012,England,0,33,1,15,2.0,3.0,1.0,1.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,3.0
2012-06-21,20:45,UEFA Euro,Quarter-finals,Thu,Neutral,W,1,0,cz Czechia,0.0,0.0,0.0,55590.0,Cristiano Ronaldo,4-3-3,Howard Webb,Match Report,0,0.0,0.0,0.0,0,0,2012,Portugal,2,5,3,18,2.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,3.0,0.0
2012-06-21,20:45,UEFA Euro,Quarter-finals,Thu,Neutral,L,0,1,pt Portugal,0.0,0.0,0.0,55590.0,Petr Čech,4-2-3-1,Howard Webb,Match Report,0,0.0,0.0,0.0,0,0,2012,Czechia,2,24,3,18,1.0,3.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0,1.0
2012-06-22,20:45,UEFA Euro,Quarter-finals,Fri,Neutral,L,2,4,de Germany,0.0,0.0,0.0,38751.0,Kostas Katsouranis,4-5-1,Damir Skomina,Match Report,0,0.0,0.0,0.0,1,1,2012,Greece,2,6,3,9,0.0,2.0,1.0,1.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,2.0,1.0
2012-06-22,20:45,UEFA Euro,Quarter-finals,Fri,Neutral,W,4,2,gr Greece,0.0,0.0,0.0,38751.0,Philipp Lahm,4-2-3-1,Damir Skomina,Match Report,0,0.0,0.0,0.0,0,0,2012,Germany,2,12,3,18,2.0,3.0,3.0,1.0,2.6666666666666665,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2.0,1.0
2012-06-23,21:45,UEFA Euro,Quarter-finals,Sat,Neutral,L,0,2,es Spain,0.0,0.0,0.0,47000.0,Hugo Lloris,4-3-2-1,Nicola Rizzoli,Match Report,0,0.0,0.0,0.0,0,0,2012,France,2,9,3,18,2.0,4.0,2.0,2.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3.0,0.0
2012-06-23,21:45,UEFA Euro,Quarter-finals,Sat,Neutral,W,2,0,fr France,0.0,0.0,0.0,47000.0,Iker Casillas,4-3-3,Nicola Rizzoli,Match Report,0,0.0,0.0,0.0,1,1,2012,Spain,2,11,3,18,2.0,4.0,3.0,2.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1,0,1,0,1.0,2.0
2012-06-24,21:45,UEFA Euro,Quarter-finals,Sun,Neutral,W,0,0,eng England,0.0,0.0,0.0,64340.0,Gianluigi Buffon,4-1-2-1-2◆,Pedro Proença,Match Report,Italy won on penalty kicks following extra time,0.0,0.0,0.0,0,0,2012,Italy,2,8,3,18,2.0,5.0,3.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2.0,1.0
2012-06-24,21:45,UEFA Euro,Quarter-finals,Sun,Neutral,L,0,0,it Italy,0.0,0.0,0.0,64340.0,Steven Gerrard,4-4-1-1,Pedro Proença,Match Report,Italy won on penalty kicks following extra time,0.0,0.0,0.0,0,0,2012,England,2,17,3,15,2.0,3.0,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0
2012-06-27,21:45,UEFA Euro,Semi-finals,Wed,Neutral,L,0,0,es Spain,0.0,0.0,0.0,48000.0,Cristiano Ronaldo,4-3-3,Cüneyt Çakιr,Match Report,Spain won on penalty kicks following extra time,0.0,0.0,0.0,0,0,2012,Portugal,2,9,4,18,2.0,5.0,4.0,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3.0,0.0
2012-06-27,21:45,UEFA Euro,Semi-finals,Wed,Neutral,W,0,0,pt Portugal,0.0,0.0,0.0,48000.0,Iker Casillas,4-3-3,Cüneyt Çakιr,Match Report,Spain won on penalty kicks following extra time,0.0,0.0,0.0,0,0,2012,Spain,2,24,4,18,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1,0,1,0,1.0,2.0
2012-06-28,20:45,UEFA Euro,Semi-finals,Thu,Neutral,W,2,1,de Germany,0.0,0.0,0.0,55540.0,Gianluigi Buffon,4-1-2-1-2◆,Stéphane Lannoy,Match Report,0,0.0,0.0,0.0,0,0,2012,Italy,2,6,4,18,2.0,5.0,3.0,3.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2.0,1.0
2012-06-28,20:45,UEFA Euro,Semi-finals,Thu,Neutral,L,1,2,it Italy,0.0,0.0,0.0,55540.0,Philipp Lahm,4-2-3-1,Stéphane Lannoy,Match Report,0,0.0,0.0,0.0,1,1,2012,Germany,2,17,4,18,2.0,3.0,3.0,1.0,2.3333333333333335,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,2.0,1.0
2012-07-01,21:45,UEFA Euro,Final,Sun,Neutral,W,4,0,it Italy,0.0,0.0,0.0,63170.0,Iker Casillas,4-3-3,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,Spain,2,17,5,18,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1,1,0,1,0.0,3.0
2012-07-01,21:45,UEFA Euro,Final,Sun,Neutral,L,0,4,es Spain,0.0,0.0,0.0,63170.0,Gianluigi Buffon,4-1-2-1-2◆,Pedro Proença,Match Report,0,0.0,0.0,0.0,0,0,2012,Italy,2,9,5,18,2.0,5.0,3.0,3.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2.0,1.0
2016-06-10,21:00,UEFA Euro,Group stage,Fri,Away,L,1,2,fr France,0.0,0.0,36.0,75113.0,Vlad Chiricheș,4-2-3-1,Viktor Kassai,Match Report,0,10.0,2.0,0.0,1,1,2016,Romania,0,11,1,9,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,36.0,10.0,2.0,0.0,1.0,1.0,0,0,0,1,0.0,3.0
2016-06-10,21:00,UEFA Euro,Group stage,Fri,Home,W,2,1,ro Romania,0.0,0.0,64.0,75113.0,Hugo Lloris,4-3-3,Viktor Kassai,Match Report,0,14.0,5.0,0.0,0,0,2016,France,1,25,1,18,2.0,4.0,2.0,2.0,2.3333333333333335,2.0,1.7666666666666666,1.2666666666666666,56.666666666666664,16.666666666666668,5.666666666666667,13.033333333333331,0.3333333333333333,0.3333333333333333,1,0,0,1,1.0,1.0
2016-06-11,18:00,UEFA Euro,Group stage,Sat,Neutral,W,2,1,sk Slovakia,0.0,0.0,42.0,37831.0,Ashley Williams,3-4-3,Svein Oddvar Moen,Match Report,0,11.0,8.0,0.0,0,0,2016,Wales,2,31,1,6,2.0,1.0,1.0,0.0,0.6666666666666666,2.0,0.3333333333333333,1.5666666666666664,40.0,8.333333333333334,3.3333333333333335,10.033333333333333,0.0,0.0,1,0,0,0,2.0,0.0
2016-06-11,18:00,UEFA Euro,Group stage,Sat,Neutral,L,1,2,wls Wales,0.0,0.0,58.0,37831.0,Martin Škrtel,4-2-3-1,Svein Oddvar Moen,Match Report,0,13.0,3.0,0.0,0,0,2016,Slovakia,2,34,1,6,1.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.19999999999999998,1.7,50.333333333333336,8.666666666666666,1.0,14.299999999999999,0.0,0.0,0,0,0,0,1.0,2.0
2016-06-11,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,eng England,0.0,0.0,48.0,62343.0,Aleksei Berezutski,4-2-3-1,Nicola Rizzoli,Match Report,0,6.0,2.0,0.0,0,0,2016,Russia,2,8,1,15,0.0,1.0,1.0,0.0,1.0,1.6666666666666667,0.7000000000000002,0.9666666666666667,47.666666666666664,8.333333333333334,2.0,12.633333333333335,0.3333333333333333,0.3333333333333333,0,0,0,0,3.0,0.0
2016-06-11,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,ru Russia,0.0,0.0,52.0,62343.0,Wayne Rooney,4-3-3,Nicola Rizzoli,Match Report,0,15.0,5.0,0.0,0,0,2016,England,2,27,1,15,2.0,3.0,1.0,1.0,1.3333333333333333,1.0,1.1,0.8000000000000002,48.333333333333336,13.333333333333334,5.333333333333333,10.9,0.0,0.3333333333333333,0,0,0,0,2.0,1.0
2016-06-11,15:00,UEFA Euro,Group stage,Sat,Neutral,W,1,0,al Albania,0.0,0.0,56.0,33805.0,Stephan Lichtsteiner,4-2-3-1,Carlos Velasco,Match Report,0,15.0,7.0,0.0,0,0,2016,Switzerland,2,0,1,12,2.0,1.0,0.0,0.0,1.6666666666666667,1.3333333333333333,0.9,2.1,43.333333333333336,11.333333333333334,4.333333333333333,11.300000000000002,0.0,0.3333333333333333,1,0,0,0,2.0,1.0
2016-06-11,15:00,UEFA Euro,Group stage,Sat,Neutral,L,0,1,ch Switzerland,0.0,0.0,44.0,33805.0,Lorik Cana,4-3-3,Carlos Velasco,Match Report,0,8.0,3.0,0.0,0,0,2016,Albania,2,4,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,8.0,3.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0
2016-06-12,18:00,UEFA Euro,Group stage,Sun,Neutral,L,0,1,pl Poland,0.0,0.0,35.0,33742.0,Steven Davis,3-5-1-1,Ovidiu Hațegan,Match Report,0,2.0,0.0,0.0,0,0,2016,Northern-Ireland,2,23,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,1.0
2016-06-12,21:00,UEFA Euro,Group stage,Sun,Neutral,L,0,2,de Germany,0.0,0.0,32.0,43035.0,Vyacheslav Shevchuk,4-2-3-1,Martin Atkinson,Match Report,0,7.0,3.0,0.0,0,0,2016,Ukraine,2,6,1,9,1.0,1.0,0.0,0.0,0.6666666666666666,2.3333333333333335,0.7000000000000001,1.0666666666666667,44.666666666666664,9.666666666666666,3.0,14.233333333333334,0.0,0.0,0,0,0,0,1.0,2.0
2016-06-12,15:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,tr Türkiye,0.0,0.0,49.0,43842.0,Darijo Srna,4-2-3-1,Jonas Eriksson,Match Report,0,19.0,6.0,0.0,0,0,2016,Croatia,2,32,1,15,2.0,1.0,0.0,0.0,2.3333333333333335,2.0,1.3999999999999997,1.6666666666666667,49.666666666666664,14.0,6.0,10.799999999999999,0.0,0.0,1,0,1,0,0.0,3.0
2016-06-12,15:00,UEFA Euro,Group stage,Sun,Neutral,L,0,1,hr Croatia,0.0,0.0,51.0,43842.0,Arda Turan,4-1-4-1,Jonas Eriksson,Match Report,0,9.0,2.0,0.0,0,0,2016,Turkiye,2,13,1,12,0.0,2.0,1.0,0.0,0.3333333333333333,2.0,0.7999999999999999,1.8666666666666665,54.0,15.333333333333334,4.333333333333333,12.733333333333334,0.0,0.0,0,1,0,0,0.0,3.0
2016-06-12,18:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,nir Northern Ireland,0.0,0.0,65.0,33742.0,Robert Lewandowski,4-4-1-1,Ovidiu Hațegan,Match Report,0,18.0,4.0,0.0,0,0,2016,Poland,2,20,1,12,1.0,1.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.0666666666666667,1.3333333333333333,51.666666666666664,13.666666666666666,4.0,11.5,0.0,0.0,1,0,0,0,2.0,1.0
2016-06-12,21:00,UEFA Euro,Group stage,Sun,Neutral,W,2,0,ua Ukraine,0.0,0.0,68.0,43035.0,Manuel Neuer,4-2-3-1,Martin Atkinson,Match Report,0,18.0,8.0,0.0,0,0,2016,Germany,2,33,1,18,2.0,3.0,3.0,1.0,1.3333333333333333,1.3333333333333333,1.2,0.7000000000000002,65.66666666666667,15.0,5.666666666666667,10.1,0.0,0.0,1,0,0,0,2.0,1.0
2016-06-13,15:00,UEFA Euro,Group stage,Mon,Neutral,W,1,0,cz Czechia,0.0,0.0,72.0,29400.0,Sergio Ramos,4-3-3,Szymon Marciniak,Match Report,0,18.0,5.0,0.0,0,0,2016,Spain,2,5,1,18,2.0,4.0,3.0,2.0,1.0,0.6666666666666666,1.4666666666666668,0.5333333333333335,71.0,20.666666666666668,6.333333333333333,11.833333333333334,0.0,0.0,1,0,0,0,2.0,1.0
2016-06-13,18:00,UEFA Euro,Group stage,Mon,Neutral,D,1,1,se Sweden,0.0,0.0,43.0,73419.0,John O'Shea,4-3-1-2,Milorad Mažić,Match Report,0,9.0,4.0,0.0,0,0,2016,Republic-of-Ireland,2,29,1,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,9.0,4.0,0.0,0.0,0.0,0,0,0,0,1.0,2.0
2016-06-13,18:00,UEFA Euro,Group stage,Mon,Neutral,D,1,1,ie Rep. of Ireland,0.0,0.0,57.0,73419.0,Zlatan Ibrahimović,4-4-2,Milorad Mažić,Match Report,0,7.0,0.0,0.0,0,0,2016,Sweden,2,15,1,18,1.0,1.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.7666666666666666,1.2333333333333334,45.666666666666664,10.333333333333334,2.3333333333333335,12.333333333333334,0.0,0.0,0,0,0,0,0.0,3.0
2016-06-13,21:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,be Belgium,0.0,0.0,44.0,55408.0,Gianluigi Buffon,3-5-2,Mark Clattenburg,Match Report,0,12.0,6.0,0.0,0,0,2016,Italy,2,2,1,18,2.0,5.0,3.0,3.0,1.3333333333333333,0.6666666666666666,1.0,0.6999999999999998,46.666666666666664,12.666666666666666,5.333333333333333,11.566666666666668,0.0,0.0,1,1,0,0,0.0,3.0
2016-06-13,15:00,UEFA Euro,Group stage,Mon,Neutral,L,0,1,es Spain,0.0,0.0,28.0,29400.0,Tomáš Rosický,4-2-3-1,Szymon Marciniak,Match Report,0,6.0,3.0,0.0,0,0,2016,Czechia,2,9,1,18,1.0,3.0,1.0,0.0,1.0,1.0,1.0666666666666667,0.7999999999999999,43.666666666666664,11.333333333333334,4.333333333333333,10.766666666666666,0.0,0.0,0,0,0,0,1.0,2.0
2016-06-13,21:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,it Italy,0.0,0.0,56.0,55408.0,Eden Hazard,4-2-3-1,Mark Clattenburg,Match Report,0,18.0,3.0,0.0,0,0,2016,Belgium,2,17,1,9,2.0,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0333333333333332,48.333333333333336,11.0,2.0,14.466666666666663,0.3333333333333333,0.3333333333333333,0,0,1,0,2.0,1.0
2016-06-14,21:00,UEFA Euro,Group stage,Tue,Neutral,D,1,1,pt Portugal,0.0,0.0,28.0,38742.0,Aron Gunnarsson,4-4-2,Cüneyt Çakιr,Match Report,0,4.0,4.0,0.0,0,0,2016,Iceland,2,24,1,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0
2016-06-14,18:00,UEFA Euro,Group stage,Tue,Neutral,W,2,0,at Austria,0.0,0.0,48.0,34424.0,Balázs Dzsudzsák,4-1-4-1,Clément Turpin,Match Report,0,14.0,7.0,0.0,0,0,2016,Hungary,2,1,1,6,1.0,0.0,0.0,0.0,1.6666666666666667,1.0,0.4000000000000001,1.4000000000000001,35.666666666666664,9.333333333333334,4.666666666666667,15.666666666666666,0.0,0.0,1,0,0,0,3.0,0.0
2016-06-14,18:00,UEFA Euro,Group stage,Tue,Neutral,L,0,2,hu Hungary,0.0,0.0,52.0,34424.0,Christian Fuchs,4-2-3-1,Clément Turpin,Match Report,0,14.0,3.0,0.0,0,0,2016,Austria,2,14,1,9,1.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.8000000000000002,0.7333333333333334,50.333333333333336,16.0,3.3333333333333335,13.133333333333335,0.0,0.0,0,0,0,0,1.0,0.0
2016-06-14,21:00,UEFA Euro,Group stage,Tue,Neutral,D,1,1,is Iceland,0.0,0.0,72.0,38742.0,Cristiano Ronaldo,4-1-2-1-2◆,Cüneyt Çakιr,Match Report,0,26.0,9.0,0.0,0,0,2016,Portugal,2,16,1,18,2.0,5.0,4.0,2.0,1.0,1.3333333333333333,1.0999999999999999,0.7000000000000001,59.0,19.0,5.333333333333333,15.033333333333333,0.6666666666666666,0.6666666666666666,0,0,0,0,1.0,2.0
